Class,Label,RMSE,MAE,NRMSE (by avg),NRMSE (by max),Normalized RMSE (0-1),Avg Count,Max Count,Non-Zero Rate
168,Killdeer,3.8691302727335004,2.71213436126709,8.579311134248936,0.022759589839608827,0.022759590032527543,0.4509838,170.0,0.09586088702697088
169,King Rail,0.32724812824888405,0.052622467279434204,26.62693481580771,0.020453008015555253,0.020453008015555253,0.012290116,16.0,0.004708652148322542
170,Lark Sparrow,0.11619732079751392,0.013501817360520363,167.81797896713582,0.11619732079751392,0.11619732079751392,0.0006924009,1.0,0.0007703493404424748
171,Laughing Gull,44.32109952698884,13.990017890930176,5.33993985795086,0.02216054976349442,0.022160550590400917,8.299925,2000.0,0.2736557836789807
172,LeConte's Sparrow,0.048638492945715844,0.00236570299603045,421.4768566160587,0.048638492945715844,0.048638492945715844,0.00011540015,1.0,0.00015580099020184884
173,Least Flycatcher,0.13903066399301375,0.019214125350117683,114.74002388469255,0.06951533199650688,0.06951533199650688,0.0012117015,2.0,0.0016964996710867985
174,Least Sandpiper,5.726388967676826,1.0578731298446655,12.507126208037691,0.025450617634119224,0.02545061726800532,0.4578501,225.0,0.020730187307412665
175,Least Tern,6.565357276509245,1.6961513757705688,11.843885257195824,0.02188452425503082,0.021884524903894913,0.5543246,300.0,0.03847418896928989
176,Lesser Black-backed Gull,0.23189754005086005,0.03888985142111778,47.84543301464447,0.021081594550078187,0.02108159509772751,0.004846806,11.0,0.0022677699684935776
177,Lesser Goldfinch,0.10077307708632015,0.010155213065445423,349.2996540960393,0.10077307708632015,0.10077307708632015,0.00028850036,1.0,0.00041546930720493024
178,Lesser Scaup,19.8403648072205,1.21100914478302,42.025587957607364,0.0079361459228882,0.007936146011152157,0.47210202,2500.0,0.017804590935844616
